Date,Username,User tag,Content,Mentions,link
"2025-03-08,03:46:14",r_ced,#0,"Regarding the ligand pose challenge, I have some questions:
1. In RMSD calculation, do we consider only the heavy atoms or the H positions also matter?
2. Could a ligand pose with a different protonation state from that of the cocrystallized one lead to  errors? Or is there a mol standardization step that handles this?
3. Will we be notified if the evaluation leads to ""ERROR""? What are the main causes of this? (which I've seen in some submissions)",,
"2025-03-08,06:26:48",gpcr,#0,my assumptions: heavy atoms only. protonation matters because it can mess up template alignment for RMSD calc. would be good to see it confirmed. i dont recall anything in the train set that should have a different dominant protomer than provided,,
"2025-03-08,06:47:44",r_ced,#0,"<@562621019454701568>, my workflow for ligand pose is almost completely automated so I have not examined the ligands closely. But in my experience, some docking protocols do alter the protonation state depending on the local environment to maximize interactions.",gpcr#0,
"2025-03-08,08:32:52",gpcr,#0,"yes,for example ive seen obabel protonation model be used in automated docking pipelines do this, for example in ""dockstring"". better to be careful with it",,
"2025-03-08,18:08:57",itstreasonthen.,#0,"1. protonation state doesn't matter, we only consider heavy atoms",,
"2025-03-08,18:09:19",itstreasonthen.,#0,2. No this should be fine because of 1,,
"2025-03-08,18:11:57",itstreasonthen.,#0,"3.  Heavy atoms don't match reference, ligands out of order, bond orders don't match, failed serialization etc.",,
"2025-03-11,20:54:02",krolles_31239,#0,"Hi! May I ask you a couple of questions about the pose prediction subchallenge:
1) Do the test ligands have any crystal contacts?
2) Could you share the crystallography conditions (pH=6.5?, etc.)?
3) Do you provide complete Mpro sequences, including structurally unresolved residues? I believe some of the provided Mpro sequences might be incomplete—for example, the helix with the AA sequence ""SEDML,"" which forms part of the binding pocket, is missing in some sequences, which might affect results.
4) Are all ligands non-covalent? It looks like some have electrophilic groups that might form covalent bonds.
5) Do the provided SMILES strings have the correct protonation/tautomeric form and stereochemistry?

Sorry for so many questions 🙂",,
"2025-03-11,21:17:12",itstreasonthen.,#0,"1) Not likely
2) Crystallography full protocol is here: https://www.protocols.io/view/crystallisation-of-sars-cov-2-mpro-dgaw3sfe.html
3) Not sure about this one <@1328384613554585613> can probably tell more
4) The ligands here should be non-covalent
5) These are the SMILEs as recorded in our compound registration system. They will have the stereochemistry as recorded therien (some enantiomers have been excluded post-hoc) They should be correct tautomers, except where binding to the protein could alter them.",jenkescheen.#0,
"2025-03-12,04:48:48",wtreyde,#0,"Hi! Will the test data be released once the competition ends? If so, is there a tentative date?",,
"2025-03-12,04:50:59",jenkescheen.,#0,tentative date for test data release is March 28th!,wtreyde#0,
"2025-03-12,04:53:19",jenkescheen.,#0,"3) The structural biologists used the complete sequence in processing but there are variations in the datasets where there is no evidence to be able to place residues or loops such as that specific helix. i.e. no density observed hence cannot place the helix or residues so are intentionally absent in the structure.

For this challenge, we've derived the sequence from the crystal structure, which explains the occasional gaps that you see. As all crystals were produced with the same construct, it would make sense for the construct’s sequence to be the shared reference, so in cases where you observe gaps you might want to refer to the 'canonical' sequence. Real-life drug discovery data is messy!",itstreasonthen.#0,
"2025-03-13,01:53:26",r_ced,#0,"I completely agree that real-life drug discovery data is messy. 

As the ligand can be found in both Chain A and B (homodimer) and may not have exactly identical pose , how does the RMSD evaluation handle this?",jenkescheen.#0,
"2025-03-13,02:32:53",itstreasonthen.,#0,You should predict for Chain A,,
"2025-03-13,17:49:29",oliversun6788,#0,Is the author list in the final 1-page report considered finalized? I have a co-worker who contributed to this challenge but he's on vacation and I couldn't get his consent to add him to the author list of the report. Can I include him later if he wants to be added to the final JCIM paper?,,
"2025-03-13,17:53:14",itstreasonthen.,#0,"You can include him later assuming its in a google doc or similar, we will also  contact participating authors and you can correct then 🙂",,
"2025-03-13,18:10:27",oliversun6788,#0,Thank you!,,
"2025-03-14,00:27:37",yul533,#0,"Hi, I also feel confused about alignment. So will there be symmetry correction in the evaluation? <@377331431246004225>",gpcr#0、itstreasonthen.#0,
"2025-03-14,01:57:13",r_ced,#0,"In practice though, we would normally select the experimental ligand from the Chain whose binding site has the best B-factor (or other quality metric). I thought this was considered in the RMSD eval.",,
"2025-03-14,02:25:25",gpcr,#0,i have assumed no symmetry correction and strictly used the provided reference complexes for placement. the pose example notebook suggests the same thing,yul533#0,
"2025-03-14,02:51:18",itstreasonthen.,#0,Sorry if the info is unclear but the symmetry correction is on the ligand only,,
"2025-03-14,02:51:37",itstreasonthen.,#0,Ie the ligand RMSD is corrected for possible symmetric permutations,,
"2025-03-14,02:51:53",itstreasonthen.,#0,The protein symmetry is not,,
"2025-03-14,03:05:22",yul533,#0,Thank you for your reply!,,
"2025-03-14,03:19:14",yul533,#0,Would it be possible to release information about ‘Error’ submissions before the deadline to notify affected participants and give them a chance to resubmit?,,
"2025-03-14,08:09:05",cwognum,#0,"I did a dry run of the evaluation earlier this week and reached out to all failed submissions. After the deadline passes, we will  also send out emails today to failed or incomplete (e.g. missing report) submissions. 

Be aware though that the timeline for resubmission will be short. We will finalize everything on Monday by 12:00 (noon) EST. 

Keep an eye on your inbox! 📨",yul533#0,
"2025-03-14,08:10:09",cwognum,#0,"> and reached out to all failed submissions 

If it was submitted after the second interim leaderboard, at least. Otherwise you already had some feedback!",,
"2025-03-14,10:46:34",wiwnopgm,#0,I got some submission error here. Can I have some help?,cwognum#0,https://cdn.discordapp.com/attachments/1311539940797972581/1350117913700470845/image.png?ex=6809a60a&is=6808548a&hm=d9a316c4727768ef9854671fc5027e7e78e87addce2bcc3450cb580b25a1a851&
"2025-03-14,10:53:29",cwognum,#0,"It seems like you're not using the latest version of Polaris. Could that be?

This is a known issue (https://github.com/polaris-hub/polaris/issues/242) and it has been fixed.",,
"2025-03-14,11:43:30",bartl88,#0,is it correct the deadline is in 17min...? <@437941389838516235> or can i submit till end of the day,cwognum#0,
"2025-03-14,11:49:21",cwognum,#0,"It's indeed in ~17 min~ 11 min! The deadline is 12:00 (noon) EST. 

I'm seeing a lot of submissions already. Good luck with the final sprint everyone! 🚀",,
"2025-03-14,12:05:12",longhung25,#0,"Hi Cas, I missed the deadline by 1 minute because there was a mismatch in the dictionary name, is it possible to submit a few minutes late? I am very sorry...",,
"2025-03-14,12:12:09",cwognum,#0,"⏰  **The deadline has officially passed!**

Congratulations to everyone who submitted! 🎉 

Here's what to expect next: 

- Will evaluate all submissions today. 
- By the end of today, you will receive an email confirming your submission. 
- If your submission was incomplete or if evaluation failed, we'll let you know and will give you one final chance to resubmit.
- We need to have received the resubmission by Monday March 17 12:00 (noon) EST.
- We will announce the final results soon after",,
"2025-03-14,12:13:12",cwognum,#0,Hey! I'll send you a DM!,longhung25#0,
"2025-03-14,12:14:52",bartl88,#0,soon after the resubmission deadline I assume? (17 march EST),cwognum#0,
"2025-03-14,12:15:31",cwognum,#0,Indeed!,,
"2025-03-14,12:16:31",bartl88,#0,"perfect, have a nice weekend, good luck to everyone 🍀",,
"2025-03-14,14:34:07",gpcr,#0,good luck and congrats to all participants. here's the write up on my approach: https://molecular.beauty/blog/2025/03/13/polaris.html,,
"2025-03-14,14:58:45",oliversun6788,#0,Good luck everyone and I also just want to give a huge shoutout to all the organizers and participants who are super active on github and here to answer all of our questions! Good communication is definitely key to good science and I really appreciate how you all present a real-world dataset with very ample annotations and explanations. Great job!,,
"2025-03-14,15:19:50",r_ced,#0,"I agree, congratulations to the Polaris team for setting up the competition infrastructure and all the lab scientists who generated these data. Great initiative for advancing science!",,
"2025-03-14,15:34:19",lexobrien.,#0,"Well, I missed the deadline thinking it was midnight tonight",,
"2025-03-14,15:34:40",lexobrien.,#0,My model failed to train properly but my approach is here if anyone is interested:,,
"2025-03-14,15:35:35",lexobrien.,#0,https://github.com/meyresearch/polaris_challenge/blob/main/admet/report.md,,
"2025-03-14,17:28:36",sina08678,#0,"Hi everyone, especially the Polaris team. This was my first time competing in a drug discovery competition, and I learned a lot. Good luck to you all!",,
"2025-03-14,17:49:38",vanguard7373174,#0,Just wanted to say many thanks to the Polaris and ASAP teams for organizing this competition - I had a blast and learned a ton.  When's the next one?  🙂,,
"2025-03-14,18:06:20",cwognum,#0,"📣  **Confirmation emails were sent**

Hey everyone! I've sent out emails to all participants to confirm we received their submission. If you were expecting an email, but didn't receive one, please let me know as soon as possible! 

We're going through the results right now and if we spot any incomplete or failed submissions, you'll hear from us soon. 

Thanks!",,
"2025-03-14,23:19:33",cwognum,#0,"📥 **Notifications for failed or incomplete submissions sent**

Hi everyone, I just sent out all emails to folks that had an incomplete or failed submission. Please check your inbox (including your spam), because action could be required for your submission to be eligible for the final leaderboard.",,
"2025-03-15,07:11:46",itstreasonthen.,#0,"On behalf of the ASAP team I want to say **thank you so so much to the participants for your enthusiastic contributions to open science**. It has been amazing to see the community rally around the challenge.
Hopefully this challenge will provide learnings to the community and also spur further challenges.

I am looking forward to the final leaderboard and examining your approaches in detail. Very exciting!

 We will be writing these up in a paper to which those eligible for the final leaderboard will be invited.

Huge thank you also to the Polaris team without which none of this would have been possible.  Their professionalism and great product have made this a great experience from our perspective. 

This is the first time we have run a competition and we acknowledge there have been a few bumps along the way. This will all be published in aforementioned paper as learnings and hopefully taken into the next one(s). 

Cheers, 

Hugo",,
"2025-03-15,07:43:11",r_ced,#0,"I was wondering, will the final leaderboard use the conventional MAE or the scaled MAE as the primary metric?",,
"2025-03-15,10:08:46",cwognum,#0,"Conventional MAE. We felt it was too late to change this still. However, we will provide more granular results. You will be able to see the performance per task.",r_ced#0,
"2025-03-17,12:16:26",cwognum,#0,"📣  **Deadline for resubmission has passed**

Hi everyone, deadline for resubmission has passed. We have next finalize the results.

We expect to announce these by Wednesday!",,
"2025-03-17,22:09:16",vladimirchupakhin_41526,#0,"Hey folks, just wonder why it's not automatic?",cwognum#0,
"2025-03-17,22:14:28",cwognum,#0,"Fair question! 😅

Part of it actually is automated, part of it can’t be, at least not easily (e.g. checking that everyone submitted a valid report), and part of it has simply not been built out yet. This is only the first competition Polaris has ever hosted and we’re still actively developing its features.",vladimirchupakhin_41526#0,
"2025-03-17,22:15:04",cwognum,#0,"If there are any features you would like to see, we would love to hear it!",,
"2025-03-17,23:10:17",vladimirchupakhin_41526,#0,"I mean, Kaggle has a **huge **knowledge base on how to do competitions, conceptually there is very little difference, isn't there?",cwognum#0,
"2025-03-17,23:14:38",cwognum,#0,"Sure, Kaggle is a valuable source of inspiration, but it still takes time and resources to build these features.",vladimirchupakhin_41526#0,
"2025-03-17,23:16:00",cwognum,#0,Kaggle has been around for almost 15 years and has Google resources!,,
"2025-03-17,23:17:50",vladimirchupakhin_41526,#0,"Indeed, and gosh I always forget about Google behind Kaggle 😦",cwognum#0,
"2025-03-18,08:01:03",r_ced,#0,"On the bright side, the delay can build suspense and excitement 😀",,
"2025-03-18,13:49:25",oliversun6788,#0,"Just wondering if there's any way to get more involved in the competition organization end of things. I really enjoyed this challenge because of the timely feedback and active responses from the organizers, and want to contribute if possible to make this competition run longer lol. I personally will be down to fill out some kind of feedback form when the results come out.

On a separate note, I really have just been using the raw data rather than the preprocessed ones that one can load from polaris. For folks who did that, was the process very smooth? Maybe some feedback/discussion around the data format could be a good angle for reflection?",,
"2025-03-18,14:13:51",r_ced,#0,"<@586317805515833384> , For the ligand pose, I had issues loading the training set, so I also ended up using the raw pdb files. The jupyter notebook for 3D alignment was very helpful. 

For the potency and ADMET, all went smoothly. I would have preferred if all endpoints were log transformed to avoid subsequent backtransformation. 

Overall, great experience and I really appreciate the rapid response from the organizers.",oliversun6788#0,
"2025-03-19,11:00:07",cwognum,#0,"🏆  **The Antiviral Competition results are now live** 🏆 

See how you ranked on the leaderboard: https://antiviral.polarishub.io/

In addition, we're releasing two additional resources: 
- CSV versions of the leaderboards. See attached! 
- The code that was used to evaluate submissions: https://github.com/asapdiscovery/asap-polaris-blind-challenge-examples/tree/main/evaluation

There is a lot more insights hidden in the data than is captured by the ranking of the competition and we would love for you to explore this with us!",,https://cdn.discordapp.com/attachments/1311539940797972581/1351933262540443659/leaderboards.zip?ex=6809a937&is=680857b7&hm=e46e05b8545de425d1b9ba4f2296a8fab0a2bbd6a96399d64218f8064104b0ad&
"2025-03-19,11:35:40",cwognum,#0,"> and want to contribute if possible to make this competition run longer lol.

Love the sentiment, but unfortunately this competition is really coming to an end! 

However, we are still planning to write a paper about this competition - to which all participants are invited to contribute - and definitely have the ambition to run additional competitions in the future!",oliversun6788#0,
"2025-03-19,11:38:11",cwognum,#0,"> I had issues loading the training set

I would be curious to learn more! The data of the ligand pose challenge had a more complex structure (i.e. PDBs and SDFs, rather than just numbers and text), so I can imagine you ran into some additional challenges. If you have some time, would you be open to share your experience through a Github issue or discussion? https://github.com/polaris-hub/polaris",r_ced#0,
"2025-03-19,11:45:43",cwognum,#0,,,
"2025-03-19,11:47:40",r_ced,#0,"It was ""Bad pickle format: ENDMOL tag not found"". I didn't investigate further as the raw pdb files were easily accessible, will open a github issue soon.",cwognum#0,
"2025-03-19,11:52:00",gpcr,#0,"nice, congrats to all",,
"2025-03-19,11:54:02",gpcr,#0,"degraded the performance of my submission due to my last minute ""enhancements"" 😩",,
"2025-03-19,11:55:14",r_ced,#0,Same here 😅,,
"2025-03-19,11:56:29",r_ced,#0,"Sometimes, less is more.",,
"2025-03-19,11:56:43",gpcr,#0,seems like one candidate made several submissions. at least on the leaderboard i see vemikainen twice. I'd probably remove one of these (doesn't affect the ranking so no one will feel hurt),,
"2025-03-19,11:58:53",gpcr,#0,how's the collaborative write-up gonna be planned? will be excited to get my baseline methods in there,,
"2025-03-19,12:05:56",cwognum,#0,"If you saw a drop in performance of just a few percent, it may be because we fixed a bug in the evaluation logic. 

This piece code accidentally wasn't used for the previous interim leaderboard, but it is now:  https://github.com/asapdiscovery/asap-polaris-blind-challenge-examples/blob/main/evaluation/ligand_poses.py#L52-L63",gpcr#0,
"2025-03-19,12:13:05",gpcr,#0,i saw a drop of >15% success rate in < 2 A pose prediction so i'm pretty sure i have myself to blame <:deflated:913988095303634994>,cwognum#0,
"2025-03-19,12:23:16",oliversun6788,#0,I know this might be too much to ask for but for the ligand pose challenge is it possible to get a separate statistics for SARS and MERS like what’s been done for the potency challenge? I’ve been using only the SARS training data and ligand MCS there. Would want to see how it transfers to MERS results,,
"2025-03-19,12:27:08",cwognum,#0,"That's an interesting ask! Makes sense to me!

Should be possible. Probably not today though. Remind me if you don't hear from me within a week.",oliversun6788#0,
"2025-03-19,13:07:47",azminetoushikwasi,#0,"Looks like, my last minute updates went wrong 😂🙃",,
"2025-03-19,13:09:08",azminetoushikwasi,#0,"Excited about the writing part. In my task description, I tried to add a lot of details.",,
"2025-03-19,13:14:41",r_ced,#0,"I ranked #8 in all three challenges, guess I found my lucky number 😂",,
"2025-03-19,13:18:23",azminetoushikwasi,#0,Congratulations!!,r_ced#0,
"2025-03-19,14:04:08",humzasalam,#0,"Thank you to everyone who provided feedback throughout the challenge! We’re always looking to improve. If you have any thoughts or ideas, share your feedback here: https://share-eu1.hsforms.com/23XmDlumfQBuN24RmkQBm1Q2efa2f",,
"2025-03-19,14:06:01",cwognum,#0,,,
"2025-03-19,14:24:50",hugo_67100,#0,Hi. I am concerned about some negative R^2 values in the ADMET challenge.  R^2 can be only between 0 and 1...,,
"2025-03-19,14:25:55",r_ced,#0,"In sklearn, r2 can be negative

https://scikit-learn.org/stable/modules/generated/sklearn.metrics.r2_score.html",,
"2025-03-19,14:45:25",hugo_67100,#0,"I see. Well, and can we get the actual values of the test sets?",,
"2025-03-19,15:05:44",gpcr,#0,test data comes on ~the 28th https://discord.com/channels/1181365054021578842/1311539940797972581/1349303650278834196,,
"2025-03-19,15:08:30",gpcr,#0,negative r2_score is very common. there's a discussion on sklearn github issues that clarifies this,,
"2025-03-19,15:12:26",gpcr,#0,https://github.com/scikit-learn/scikit-learn/issues/13788,,
"2025-03-19,15:19:17",hugo_67100,#0,"Thank you. Yes, negative values in ML indicate that the model's performance was detrimental. We are curious to understand why our models performed so poorly despite the test set R and MAE values being optimal.",,
"2025-03-19,15:25:57",gpcr,#0,one possible reason is that the distribution of some descriptors is quite different for the training data vs the unseen validation data. this may result in overestimated performance on internal test train splits on the train data. this is for example quite pronounced in the linear regression baseline on the leaderboard,,
"2025-03-19,15:31:13",bartl88,#0,"Congrats to all! Our method ended up second in the ADME leaderbord, maybe just one question: I seem to recall that we were not supposed to use propietary datasets? (e.g. that was the reason we did not do that)",,
"2025-03-19,15:33:46",bartl88,#0,e.g. it was implicitly mentioned here 🙂,cwognum#0,
"2025-03-19,15:34:33",bartl88,#0,"Anyway we will try to publish the dataset (pending approval), but exactly that statement was the reason we refrained from using inhouse datasets.",,
"2025-03-19,15:36:17",r_ced,#0,"In my understanding, proprietary software is allowed (like commercial docking package) but training datasets must be publicly available.",,
"2025-03-19,15:36:43",bartl88,#0,correct- that's the way I understood it as well.,r_ced#0,
"2025-03-19,15:41:31",r_ced,#0,But then some commercial ADME predictors are trained on proprietary datasets (subject to interpretation). I personally avoided using proprietary ADME models for this challenge.,,
"2025-03-19,15:46:08",bartl88,#0,"we avoided using propietary datasets, but not propietary software (as it was mentioned this is OK)",,
"2025-03-19,15:46:48",bartl88,#0,(here),jonnyhsu#0,
"2025-03-19,16:56:12",r_ced,#0,"I like that the leaderboard can be sorted by clicking on a metric. 

 I just found that in terms of Pearson R, my SARS potency model ranked  #1  😁",,
"2025-03-19,23:24:06",proszx_75243,#0,A simple question: when should we submit a paper ourselves to JCIM? When would the special issue begin?,,
"2025-03-20,02:37:42",itstreasonthen.,#0,We will be updating people on paper plans shortly,,
"2025-03-20,02:51:41",itstreasonthen.,#0,We need to clarify some administrative things with JCIM first and we need their input into issue structure and results prior to organising the submissions.,,
"2025-03-20,03:04:50",jenkescheen.,#0,"To help us finalize the design of the submission process with the JCIM editors we need to have a *rough* idea of how many participants would be interested in submitting _their own_ methods/results paper to the special issue (in addition to being a co-author on the summary paper). Note, we'll email you more detailed information on all of this next week.

Can we get a show of hands for this (react with 👍  to this message if so)?",itstreasonthen.#0,
"2025-03-20,03:31:03",toni9535,#0,Its been a really fun challenge! Thanks for running this. I was just wondering do you have the raw CSV data for the results somewhere?,,
"2025-03-20,03:32:12",jenkescheen.,#0,"Hi Toni, the leaderboard CSVs can be found here: https://discord.com/channels/1181365054021578842/1311539940797972581/1351933262519337092, the raw data for the test set (i.e. all test labels and context information) will be published soon!",toni9535#0,
"2025-03-20,03:33:30",toni9535,#0,Thank you! I had missed this!,,
"2025-03-20,03:35:01",itstreasonthen.,#0,,,
"2025-03-20,03:39:31",wiwnopgm,#0,How would this paper be structured? Each method from different submissions are mentioned in the paper? Are we going to have a separated group discussing the process?,jenkescheen.#0,
"2025-03-20,03:42:05",jenkescheen.,#0,"Like I said, we will send out more detailed information next week.",wiwnopgm#0,
"2025-03-20,03:46:25",r_ced,#0,"I imagine that the summary paper would look like that of CACHE challenges, while the  team submissions would contain method development, retrospective analysis, ablation studies, and lessons learned. 

Indeed, it would be interesting to know JCIM's expectations on such submissions. Let's wait for the official information. 

https://chemrxiv.org/engage/chemrxiv/article-details/67c858e5fa469535b90c4f9a",,
"2025-03-20,04:51:16",bartl88,#0,how about intermediate leaderbord results?,jenkescheen.#0,
"2025-03-20,04:51:26",bartl88,#0,Could those be shared?,,
"2025-03-20,05:15:04",ryan2924,#0,Thanks for organising! It was super fun 🙂,,
"2025-03-20,05:18:57",gpcr,#0,"yes, and to me this is the first time i saw a truly convincing performance of cofolding/diffusion outperforming traditional methods, which is a really impressive result",,
"2025-03-20,05:23:43",bartl88,#0,hopefully the code will be published 🙂,gpcr#0,
"2025-03-20,07:07:05",itstreasonthen.,#0,fine tuning seemed to be key here IIRC,gpcr#0,
"2025-03-20,12:06:39",cwognum,#0,"I’m also curious what the similarity is between train and test. Would love to see some analysis of this in the paper. SARS and MERS are well known targets, so this may be an “easy” setting. Still impressive! 

https://www.biorxiv.org/content/10.1101/2025.02.03.636309v2",gpcr#0,
"2025-03-20,12:07:46",cwognum,#0,This is unfortunately not easy to do!,bartl88#0,
"2025-03-20,12:09:35",gpcr,#0,"imo one of the reasons why it works really well is because the test set molecule are very similar to the train set, consisting of variants of the isoquinoline series from the covid moonshot project, and in general SARS CoV 2 MPro has been very well liganded with a large diversity of molecules. So an ideal ""in domain"" situation for ML approaches",,
"2025-03-20,12:10:29",gpcr,#0,i think it could be quantified quite well with ECFP Tanimoto as well as MCS tanimoto. I saw in my MCS based aproach MCS tended to be quite large,,
"2025-03-20,12:11:40",cwognum,#0,The preprint I just shared (from some of the people behind Plinder and CASP) proposes a good similarity metric!,gpcr#0,
"2025-03-20,12:12:31",gpcr,#0,"yep, you can find me chiming in about rdkfp vs ecfp in their github issues last month! https://github.com/plinder-org/runs-n-poses/issues/1",,
"2025-03-20,12:14:10",cwognum,#0,This is a fair point to raise… Curious to hear what <@1328384613554585613> and <@377331431246004225> think of this!,itstreasonthen.#0、bartl88#0、jenkescheen.#0,
"2025-03-20,12:51:13",gpcr,#0,check it out. particular MCES tanimoto show very high similarity,,https://cdn.discordapp.com/attachments/1311539940797972581/1352323610752061613/wHMe2vNaDgcgwAAAABJRU5ErkJggg.png?ex=6809c341&is=680871c1&hm=5e9943ef8f198d6e8d5b50cf871cac7d3f345d7b0a5cb1f64b1490ca6ce0c8e8&
"2025-03-20,12:56:59",cwognum,#0,"MC(E)S = Maximum Common Edge Substructure, right? But how do you define MCES + Tanimoto? I don’t think I’ve ever seen MCES as a binary fingerprint",gpcr#0,
"2025-03-20,12:59:42",gpcr,#0,"a/(b+c-a) with a = atom count in mcs, b = atoms in mol1, c = atoms in mol2",,
"2025-03-20,13:00:18",gpcr,#0,i.e. the intersection (mces) divided by the union (all atoms),,
"2025-03-20,13:00:24",jenkescheen.,#0,To be honest I don't recall that we restricted participants to only using public datasets or software. <@1093234148212232275> you're very welcome to re-run with your proprietary datasets and DM it to me - I'll see what I can do,bartl88#0、cwognum#0,
"2025-03-20,14:03:24",oliversun6788,#0,"This is an interesting analysis! I actually break down the molecules in a slightly different way when doing fragment constrained generation and will share the statistics in a few days. In a nutshell, since all of the Mpro inhibitors contain multiple ring structure, I break down the fragments so that each fragment contains one and only one complete ring structure (fused ring counts as one ring structure) and then I search in the training set to see if there are any identical fragments. If I remember it right, more than 80% of the test molecules have at least one identical ring fragments based on my formulation.

I would also suggest maybe checking the MCES similarity between molecules using just their Murcko scaffold (rdkit has an easy function to call to extract murcko scaffold from a molecule)? Usually these are the key part of the molecules and I would expect to see a lot more identical scaffolds between train and test",gpcr#0,
"2025-03-20,14:11:57",gpcr,#0,i should also note i used rascalMCES (in rdkit) which includes disconnected MCS. this is a bit more flexible than murcko scaffolds where a small difference can result in a different scaffold,,
"2025-03-20,14:17:16",oliversun6788,#0,"Also just a random note, I was involved in a project that looks into side chain flexibility of Mpro and have some analysis data along that end. Would you think this is worth including in the paper since Mpro has usually a very stable backbone but flexible side chains? <@437941389838516235>",cwognum#0,
"2025-03-20,14:37:33",jenkescheen.,#0,That sounds super interesting! Did you use that in your models in any way? If so I would urge you to loop in those findings! If not - we'd still love to know more about it over at ASAP!,oliversun6788#0,
"2025-03-20,14:38:19",jenkescheen.,#0,Just bumping this message so that folks who are interested in writing up their submission into a paper can raise their hands! https://discord.com/channels/1181365054021578842/1311539940797972581/1352176041820684299,,
"2025-03-20,14:40:45",oliversun6788,#0,"Well in this challenge, I didn't use any ML models at all (on purpose), so I used this side chain method to sample different protein structures for docking. In my first submission, this method only gives me around 10% of success rate, but when I did the fragment based constrained method my final success rate is 50%. It's hard to say if the method itself is useful, for instance, it's definitely better than docking on to just the reference structure alone, but I have a hard time explaining whether the 10% success rate is because of docking or sampling. Anyways, now that we have the test data out, I can do some comparison there!",,
"2025-03-20,14:43:39",oliversun6788,#0,Thanks for the bumping I totally missed that!,jenkescheen.#0,
"2025-03-20,14:48:39",r_ced,#0,<@586317805515833384>  Such highly flexible side chains you mentioned could partly explain why traditional rigid docking approach struggled.,oliversun6788#0,
"2025-03-20,15:18:06",oliversun6788,#0,<@329096597357068301> Are you also using purely non-ML method for this challenge?,r_ced#0,
"2025-03-20,15:20:39",oliversun6788,#0,"I think just by clicking through the reports, most of the method that outperforms the higher benchmark for the ligand pose challenge uses some variations of AF3/Boltz-1. Also <@377331431246004225>, would you mind giving a brief overview of what the baseline method is about? Does it have any ML components in it?",itstreasonthen.#0,
"2025-03-20,15:25:18",gpcr,#0,i know user Dodo also submitted a nonML pose entry. he used vina + some kind of substructure alignment. and got something like 20% success rate,,
"2025-03-20,15:28:37",r_ced,#0,"<@586317805515833384> My ligand pose submission used non-ML approach (62% success rate). 

I think the code for the baseline were disclosed, it used OpenEye docking package.",oliversun6788#0,
"2025-03-20,15:35:35",oliversun6788,#0,Yea do you happen to know which notebook corresponds to the higher-scoring one? There are two notebooks and two baselines..,,
"2025-03-20,15:40:17",r_ced,#0,It is likely the OE one,,
"2025-03-20,15:41:48",oliversun6788,#0,Great! Will look into it! Random quesiton: would people consider Gnina docking to be an ML approach 😂?,,
"2025-03-20,15:52:11",gpcr,#0,i would,,
"2025-03-20,18:00:27",itstreasonthen.,#0,Something to consider here also is that ASAP/Moonshot has released lots of crystal structures in PDB so there is also the chance the cofolding models were trained on similar scaffold,cwognum#0,
"2025-03-20,18:08:34",itstreasonthen.,#0,"its the openeye one, the basic method being choose  N (5) closest references by rascalMCES then dock to each and choose the best scoring pose",oliversun6788#0,
"2025-03-20,18:09:09",itstreasonthen.,#0,this was basically what we used in production at ASAP but with N ~ 10-20,,
"2025-03-20,18:10:00",oliversun6788,#0,What’s the docking software if you don’t mind me asking?,,
"2025-03-20,18:11:38",itstreasonthen.,#0,Openeye,,
"2025-03-20,18:47:14",itstreasonthen.,#0,I think we will try and repeat the baseline with greater N for the paper and see if it makes a difference as well.,,
"2025-03-20,21:14:14",oliversun6788,#0,Do you happen to know if they are free to academics by any chance? I don't recall hearing this software before... That's why I was sort of confused when you say the openeye one.,itstreasonthen.#0,
"2025-03-20,21:16:03",itstreasonthen.,#0,https://www.eyesopen.com/ Common in industry with a free for academics option: https://www.eyesopen.com/academic-licensing,,
"2025-03-20,21:18:04",oliversun6788,#0,Got it thank you so much! I really appreciate it!,,
"2025-03-20,21:18:33",oliversun6788,#0,I guess one final question: are all the workflows you use in the baseline accessible to acadmic users?,,
"2025-03-20,21:18:49",oliversun6788,#0,This looks like such a powerful model!,,
"2025-03-20,21:19:29",itstreasonthen.,#0,Yep!,,
"2025-03-20,21:20:11",itstreasonthen.,#0,"The baselines for docking are probably the strongest of the baselines, the rest are very very simple models a medchemist from 1980 might use.",,
"2025-03-20,21:20:31",itstreasonthen.,#0,e.g linear models of logP etc,,
"2025-03-20,21:21:11",oliversun6788,#0,Yes this is such a hard baseline to beat without the use of ML... I feel like I really tried a lot of tools and still couldn't beat it.,,
"2025-03-20,21:21:41",oliversun6788,#0,Thanks again for sharing. I now have a better idea about the baseline!,,
"2025-03-20,21:22:21",itstreasonthen.,#0,"I wish we had had more participation from experts in traditional docking methods, they would be a better set to compare against.",,
"2025-03-21,02:09:46",r_ced,#0,"Indeed, I was curious if someone used the Schrodinger's docking package. 

Based on the leaderboard, there are only OpenEye, FlexX, and Vina that got >50% success rate for traditional docking.",itstreasonthen.#0,
"2025-03-21,02:15:10",r_ced,#0,"My FlexX run simply used N(1) closest neighbor, curious to see if increasing N improves performance.",,
"2025-03-21,03:26:48",r_ced,#0,"For the potency and ADMET, 
I'm curious whether other teams observed significant boost after hyperparameter opt. 

In my submissions, I simply used the default settings without hyperparameter tuning.

These models ranked #8 (MAE) and #4 (Pearson R) in both potency and ADMET.  The SARS potency model even ranked #1 in pearsonR.

Curious to hear about other team's experience on hyperparameter opt.",,
"2025-03-21,09:50:01",bartl88,#0,no problem,cwognum#0,
